1.000000	0.540302
0.540302	0.857553
0.857553	0.654290
0.654290	0.793480
0.793480	0.701369
0.701369	0.763960
0.763960	0.722102
0.722102	0.750418
0.750418	0.731404
0.731404	0.744237
0.744237	0.735605
0.735605	0.741425
0.741425	0.737507
0.737507	0.740147
0.740147	0.738369
0.738369	0.739567
0.739567	0.738760
0.738760	0.739304
0.739304	0.738938
0.738938	0.739184
0.739184	0.739018
0.739018	0.739130
0.739130	0.739055
0.739055	0.739106
0.739106	0.739071
0.739071	0.739094
0.739094	0.739079
0.739079	0.739089
0.739089	0.739082
0.739082	0.739087
0.739087	0.739084
0.739084	0.739086
0.739086	0.739085
0.739085	0.739086
