0	0.750000
1	0.731689
2	0.744047
3	0.735734
4	0.741339
5	0.737565
6	0.740108
7	0.738396
8	0.739549
9	0.738772
10	0.739296
11	0.738943
12	0.739181
13	0.739021
14	0.739129
15	0.739056
16	0.739105
17	0.739072
18	0.739094
19	0.739079
20	0.739089
21	0.739082
22	0.739087
23	0.739084
24	0.739086
25	0.739085
26	0.739086
27	0.739085
28	0.739085
29	0.739085
30	0.739085
31	0.739085
32	0.739085
33	0.739085
34	0.739085
35	0.739085
36	0.739085
37	0.739085
38	0.739085
39	0.739085
40	0.739085
41	0.739085
42	0.739085
43	0.739085
44	0.739085
45	0.739085
46	0.739085
47	0.739085
48	0.739085
49	0.739085
